,reviewerID,asin,overall,unixReviewTime,fullReview,itemMetadata
11,A0072041HVZ3465DXUOR,B002HK0JCA,5,1407024000,Review summary: Five Stars. Review corpus: This song is a must for your portable electronic Christmas playlist.,
12,A0072041HVZ3465DXUOR,B002RB2WPQ,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
13,A0072041HVZ3465DXUOR,B002WPXHV0,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
14,A0072041HVZ3465DXUOR,B00330WKMA,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
15,A0072041HVZ3465DXUOR,B003AICE3A,5,1407024000,Review summary: Five Stars. Review corpus: This song is a must for your Love Songs collection.,
16,A0072041HVZ3465DXUOR,B003HB9NPM,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
17,A0072041HVZ3465DXUOR,B004BUIT8U,5,1407024000,Review summary: Five Stars. Review corpus: This song is a must for your portable electronic Christmas playlist.,
18,A0072041HVZ3465DXUOR,B004PWTYNI,5,1407024000,"Review summary: Great music from a famous pre-Linda Ronstadt band. Review corpus: Great music from a famous pre-Linda Ronstadt band.  Audio recording could use more bass, but what do you expect from the days of Hi-Fi.",
19,A0072041HVZ3465DXUOR,B005A1ER0I,5,1407024000,"Review summary: If one (1) of the composers from Two Steps From .... Review corpus: If one (1) of the composers from Two Steps From Hell doesn't make you drive more aggressively or exercise harder,...you must be dead!",
20,A0072041HVZ3465DXUOR,B005OC6A9Y,5,1407024000,"Review summary: Five Stars. Review corpus: If Two Steps From Hell doesn't make you drive more aggressively or exercise harder,...you must be dead!",
21,A0072041HVZ3465DXUOR,B007MU87KG,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
22,A0072041HVZ3465DXUOR,B00970FKQ8,5,1407024000,"Review summary: Five Stars. Review corpus: What can I say,...it's Psy and very Korean.",
23,A0072041HVZ3465DXUOR,B009G8GTFM,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
24,A0072041HVZ3465DXUOR,B00BWJ61NI,5,1407024000,Review summary: Five Stars. Review corpus: Memorable movie soundtrack music from a famous alternative music band that's a must for portable electronic playlists.,
25,A0072041HVZ3465DXUOR,B00C0XWBN4,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
26,A0072041HVZ3465DXUOR,B00CBXKGO4,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
27,A0072041HVZ3465DXUOR,B00CUR29GY,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
28,A0072041HVZ3465DXUOR,B00CZF8B68,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
29,A0072041HVZ3465DXUOR,B00E0FP9MK,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
30,A0072041HVZ3465DXUOR,B00F0AIBJC,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
31,A0072041HVZ3465DXUOR,B00FAEQ22G,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
32,A0072041HVZ3465DXUOR,B00FAEQ65Y,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
33,A0072041HVZ3465DXUOR,B00FY9PGJ2,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
34,A0072041HVZ3465DXUOR,B00GDL60JU,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
35,A0072041HVZ3465DXUOR,B00HNEQS3E,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
36,A0072041HVZ3465DXUOR,B00HQSCD7W,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
37,A0072041HVZ3465DXUOR,B00I3GJ298,5,1407024000,Review summary: Modern alternative music at its best. This song is a must for your portable .... Review corpus: Modern alternative music at its best.  This song is a must for your portable electronic player's playlist.,
38,A0081575F2F9XQSSIYA3,B001O7SVLI,5,1446249600,Review summary: A Classic.. Review corpus: Great song. A Classic.,
39,A0081575F2F9XQSSIYA3,B004ZJF4YE,5,1446249600,Review summary: Uber-Awesome. Really killer chorus good song in general with the danceable pop sound.. Review corpus: One of the best singles I have ever bought.,
40,A0081575F2F9XQSSIYA3,B00963162I,5,1446249600,"Review summary: Worth the 99 cents must get the album. TOTAL DOPE.. Review corpus: Great track! Featured on End Of Watch but I found out about the track by typing in Fight the Power a year before that movie came out. Apparently it's one of their big hits. I absolutely love this track. It features a part from their hit song in the 80's ""Public Enemy No. 1"" for the intro but as soon as Flavs part is done it really gets pumped up with a heavy band backing this epic piece of Hip Hop music. Asides having actual positive messages/lyrics the song really gets me pumped up. Great for working out as well. But overall this song is just awesome.",
41,A0081575F2F9XQSSIYA3,B00LWIJXH0,4,1446249600,Review summary: Pretty Good.. Review corpus: Good Single. As expected from Drake.,
42,A0081575F2F9XQSSIYA3,B00U0AIECQ,4,1441497600,"Review summary: TBH Bieber isn't too bad on this. Must have for Diplo and skrillex or any other dance, dubstep, techno, electronic artists!. Review corpus: Despite the hate for Justin Bieber this is great stuff coming from the artists Skrillex and Diplo must listen and must have for dance music or at least good music the Bieber vocals are tolerable but not lovable. Beliebers must buy this on the other hand. Not going to lie I liked his albums 2.0 and the one BF (it was tolerable with 2 great songs on it) should Biebers upcoming album be like this I will buy most likely.",
43,A0081575F2F9XQSSIYA3,B00VUCOTWM,5,1446249600,"Review summary: Great Song by Ciara amongst the best comebacks I have heard from artists recently who have been not making music for a bit.. Review corpus: Easily one of the best tracks I have heard from Artists recently making comebacks. Better than Janet's ""No Sleeep"" Single and a few others. Really great vocally driven Soul/Dance track from Ciara. Hope to hear more great tracks like this.",
44,A0081575F2F9XQSSIYA3,B00YIAXH58,5,1446249600,Review summary: Catchy as heck.. Review corpus: Pretty good song.,
45,A0081575F2F9XQSSIYA3,B00ZZDJ4J0,5,1441497600,Review summary: Must Buy for all. Especially hardcore Duran Duran fans.. Review corpus: Great Funk infused Rock here. Despite the overtly pop sound coming out of this it's a very enjoyable track and definitely a must listen like New Order and a few other artists of it's genre and era these artists are able to prove they're more than uber good and talented artists must buy. Especially to new audiences of a younger age who are bias against this band for it's age they should give it a go they would love it. Hardcore fans will love this and just any adult will dig this but kids might find it hard to take in so to speak for it's age (band wise) I recommend to everyone especially people who like bands or songs from artists that range from Duran Duran to the Weeknd to Fun. to Beck. Well done Duran Duran <3,
46,A0081575F2F9XQSSIYA3,B011JBSNSO,5,1446249600,Review summary: Awesome Dope right here.. Review corpus: Great new direction in this single. I really dig the Synthesized parts and so forth.,
47,A0081575F2F9XQSSIYA3,B016KV7OC4,3,1446249600,Review summary: Good nothing exceptional from this. Just the same old tracks.. Review corpus: The John Carpenter tracks are pretty good nothing we haven't heard if you have seen at least the first Halloween.,
48,A0638585LHS5R1XDIOGY,B000QMFUJ8,5,1455580800,Review summary: Five Stars. Review corpus: old school classic,
49,A0638585LHS5R1XDIOGY,B00122JX3U,5,1455580800,Review summary: Five Stars. Review corpus: great mood killer lol,
50,A0638585LHS5R1XDIOGY,B00122N296,5,1455580800,Review summary: Five Stars. Review corpus: Classic at its best,
51,A0638585LHS5R1XDIOGY,B0026BI3OQ,5,1455580800,Review summary: Five Stars. Review corpus: good alternative music,
52,A0638585LHS5R1XDIOGY,B0026BJSQS,5,1455580800,Review summary: Five Stars. Review corpus: good alternative music,
53,A0638585LHS5R1XDIOGY,B002KFGNWM,5,1455580800,Review summary: Five Stars. Review corpus: classic 60's  youth,
54,A1006TXWG76H0N,B00122HKXA,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
55,A1006TXWG76H0N,B00122OUI8,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
56,A1006TXWG76H0N,B00137MLUG,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
57,A1006TXWG76H0N,B002FU4J32,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
58,A1006TXWG76H0N,B00391K1EM,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
59,A1006TXWG76H0N,B003L0V7BW,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
60,A1006TXWG76H0N,B0040GSJOY,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
61,A1006TXWG76H0N,B0054JVL32,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
62,A1006TXWG76H0N,B006U63OI8,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
63,A1006TXWG76H0N,B00CZF8B68,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!,
64,A1006TXWG76H0N,B00FHU3G6I,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
65,A1006TXWG76H0N,B00PXAL6JG,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
66,A1006TXWG76H0N,B00ZRRB8WA,5,1454025600,Review summary: Five Stars. Review corpus: LOVE THIS SONG!!!!!,
67,A100UXMXYOQU1X,B004CTBWXO,1,1477526400,Review summary: One Star. Review corpus: Not for me,
68,A100UXMXYOQU1X,B0058ZHP4G,3,1477526400,Review summary: I hate that background echo-y sound. Review corpus: Just okay.  I hate that background echo-y sound.  Kinda like a bad 70s song sound.,
69,A100UXMXYOQU1X,B00C6MPPZK,5,1477526400,Review summary: Five Stars. Review corpus: Great Country Christian song!,
70,A100UXMXYOQU1X,B00C6MPW12,4,1477526400,"Review summary: Four Stars. Review corpus: I LOVE THE GRASCALS!  However, there's no version of Mystery Train like Elvis's.  Sorry Grascals,",
71,A100UXMXYOQU1X,B00C6MPXUM,1,1477526400,Review summary: One Star. Review corpus: bluegrass INSTRUMENTAL if you like that kind of music,
72,A100UXMXYOQU1X,B00C6MQ3IS,2,1477526400,Review summary: Not the best sound quality. Review corpus: Just okay.  Live recording.  Not the best sound quality.,
73,A100UXMXYOQU1X,B00C6MQ9VE,5,1477526400,Review summary: Awesome bluegrass! Fantastic melodies and voices. Review corpus: Awesome bluegrass!  Fantastic melodies and voices!,
74,A100UXMXYOQU1X,B00M543I4E,4,1477526400,Review summary: Four Stars. Review corpus: really like it,
75,A100UXMXYOQU1X,B0186SEARQ,4,1477526400,Review summary: Not exactly my type music but I like the song. Review corpus: Not exactly my type music but I like the song.  I would not have purchased it but for free it's good.,
76,A101N4D8PRU6N5,B000VC3P5Y,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
77,A101N4D8PRU6N5,B000VC8VHG,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
78,A101N4D8PRU6N5,B001G5VKCU,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
79,A101N4D8PRU6N5,B001NT0VTM,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
80,A101N4D8PRU6N5,B001NT2PCS,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
81,A101N4D8PRU6N5,B002NQTG5Y,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
82,A101N4D8PRU6N5,B002X9RH2K,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
83,A101N4D8PRU6N5,B003RRFVYS,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
84,A101N4D8PRU6N5,B0042UC36S,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
85,A101N4D8PRU6N5,B004XRZ8RG,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
86,A101N4D8PRU6N5,B005468UQ6,5,1362787200,"Review summary: love it. Review corpus: Brings back good memories of days gone by.  Good product, similar products quality not as good, clear recordings,heard on computer access, or otherwise.",
87,A101PYPZ8ASKCV,B0092MKTWQ,5,1397606400,"Review summary: Radioactive. Review corpus: I LOVE this song! The beat, the lyrics, everything. I sometimes can't get it out of my head. I wish I knew all the words, I'd drive my husband nuts singing it!",
88,A101PYPZ8ASKCV,B00B6375Q2,4,1373673600,"Review summary: Kissed you Good Night. Review corpus: I wasn't familiar with Gloriana, but saw their album & decided to listen to some of their songs.  Really like this one!",
89,A101PYPZ8ASKCV,B00FAEQ65Y,5,1397174400,Review summary: TEAM by LORDE. Review corpus: I really like this song & have played it numerous times on my kindle fire. It has stayed on my favorite list since I bought it and will probably stay there for a very long time.,
90,A101PYPZ8ASKCV,B00FX8F6VM,5,1397174400,"Review summary: Dark Horse (feat. Juicy J). Review corpus: I love this song, except for the part where Juicy J does his rap thing. I think that takes away something from Katy Perry's lyrics. If they have a rendition without him in it, I would buy it in a minute!",
91,A101PYPZ8ASKCV,B00G2IAIVK,4,1397174400,"Review summary: STORY OF MY LIFE. Review corpus: I really like this song when I first heard it and played it a lot on the kindle fire. I have to say though, it has become somewhat boring recently. I guess I got tired of it.",
92,A101PYPZ8ASKCV,B00GG3OYMK,5,1391817600,Review summary: SaySomething. Review corpus: I love this song! I heard it the first time when my husband was watching the Victoria's Secret modeling show and the composer & singer was playing and singing the song as they walked the runway. So beautiful!,
93,A101PYPZ8ASKCV,B00GK8KJ0C,3,1397174400,"Review summary: GONE, GONE, GONE. Review corpus: I liked this song when I first heard it, but got tired of hearing it in a fairly short amount of time. I download songs to my kindle and listen to them as I am walking on my treadmill. I took this song off my favorites list after a month.",
94,A101PYPZ8ASKCV,B00I24MEMI,4,1397174400,"Review summary: Radioactive (feat. Kendrick Lamar) [Explicit]. Review corpus: I didn't realize when I bought this song it had explicit language in it. I intend to buy another version that does not have the bad language. As far as I am concerned, the explicit language adds nothing to the song or the rap.",
95,A101PYPZ8ASKCV,B00LWC6P1S,5,1415059200,"Review summary: Really has a great beat! makes you want to move and groove. Review corpus: Really has a great beat! makes you want to move and groove! Boy, that dates me! I like a lot of her songs.",
96,A101PYPZ8ASKCV,B00OIK4IBA,5,1424390400,"Review summary: Lips are movin. Review corpus: I liked Meghan's first hit, It's all about the bass, but I think this song is better. Keep it up Meghan!",
97,A101PYPZ8ASKCV,B00OXE3A6K,5,1424390400,"Review summary: Style by Taylor Swift. Review corpus: I have listened to Taylor Swift since she first burst into country music. I love her songs, especially this one! She just has the best written songs around.",
98,A101RMTZ93J1KH,B00137MFXY,5,1431388800,Review summary: Five Stars. Review corpus: This is my generation.,
99,A101RMTZ93J1KH,B00137QWBK,5,1431388800,Review summary: Five Stars. Review corpus: Big Aerosmith Fan.,
100,A101RMTZ93J1KH,B00ARY7BJC,5,1417824000,Review summary: It is sad she has passed away. Review corpus: It is sad she has passed away.  This is a very beautiful Album by her.  Very classic Teena.  Some very lovely songs.  She is the true Queen of hip-hop.  This is a must for Teena Marie Fans and Newbies.  I highly recommend this.,
101,A101ZIBYVW0GVS,B0011Z4WOI,5,1436918400,Review summary: Five Stars. Review corpus: great item,
102,A101ZIBYVW0GVS,B001D232KE,5,1436918400,Review summary: Five Stars. Review corpus: great item,
103,A101ZIBYVW0GVS,B002CGJY5W,5,1436918400,Review summary: Five Stars. Review corpus: great item,
104,A101ZIBYVW0GVS,B003NKYU96,5,1436918400,Review summary: Five Stars. Review corpus: great item,
105,A101ZIBYVW0GVS,B004B2VUM0,5,1436918400,Review summary: Five Stars. Review corpus: great item,
106,A101ZIBYVW0GVS,B0057TSQHI,5,1436918400,Review summary: Five Stars. Review corpus: great item,
107,A101ZIBYVW0GVS,B005QSZG1O,5,1436918400,Review summary: Five Stars. Review corpus: great item,
108,A101ZIBYVW0GVS,B007V5XV30,5,1436918400,Review summary: Five Stars. Review corpus: great item,
109,A101ZIBYVW0GVS,B00AOMUIHE,5,1436918400,Review summary: Five Stars. Review corpus: great item,
110,A101ZIBYVW0GVS,B00NJMUKEW,5,1436918400,Review summary: Five Stars. Review corpus: great item,
111,A101ZIBYVW0GVS,B00QNJVJWU,5,1436918400,Review summary: Five Stars. Review corpus: great item,
112,A102H31T5V0LLN,B003Y3UO88,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
113,A102H31T5V0LLN,B003Y3USS4,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
114,A102H31T5V0LLN,B003Y3XO4O,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
115,A102H31T5V0LLN,B003Y3XOBM,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
116,A102H31T5V0LLN,B003Y3XTJO,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
117,A102H31T5V0LLN,B003Y3ZTKG,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
118,A102H31T5V0LLN,B007JOM5XA,5,1429574400,Review summary: Five Stars. Review corpus: Love it..,
119,A102H3QWRBVJ8E,B007MU87KG,5,1376438400,Review summary: love it. Review corpus: of monsters and men is a great band and this song proves it .i love the girls voice and words .i listen to this all  summer.,
120,A102H3QWRBVJ8E,B00AHXDGBA,5,1377820800,Review summary: classic. Review corpus: this sound is so classic . love it remindes me of the early 90s music .this song takes me back to my younger years not quite shure why,
121,A102H3QWRBVJ8E,B00BWGHIHY,5,1376438400,Review summary: summer of 2013. Review corpus: this is not a creative or mastermind type song. kinda douchy. but soooo catchy . so it is my favorite douch bag song of the summer. i cant get it out of my head!!!,
122,A102H3QWRBVJ8E,B00DVAZGFK,5,1377820800,Review summary: my favorite song for the end of summer !. Review corpus: this song is a great song it decribes how i feel about the end of summer:( sad love this song,
123,A102H3QWRBVJ8E,B00EH49FRE,5,1377820800,Review summary: what can i say but Roar!. Review corpus: i love this song ! what a great anthem for anyone who has been held down and afraid to rock the boat! she tells all of us to be are greatest hero !love it,
124,A102H3QWRBVJ8E,B00EI6E17A,3,1377820800,Review summary: its a ok song. Review corpus: its a ok song very repetive and not to many lyrics .i like lady ga ga but i was expecting more. i cant wait to hear more tracks . im shure she won't diapoint,
125,A102H3QWRBVJ8E,B0162ZEUS4,5,1376438400,Review summary: great song. Review corpus: this song is so creative and new . very fresh sound. a very talented band .cant wait for more new tracks.,
126,A102NRMHKF9NK0,B00136LG5I,5,1500076800,Review summary: Five Stars. Review corpus: perfect,
127,A102NRMHKF9NK0,B00136PXPW,5,1500076800,Review summary: Five Stars. Review corpus: perfect,
128,A102NRMHKF9NK0,B001NYTQ0M,5,1500076800,Review summary: Five Stars. Review corpus: perfect,
129,A102NRMHKF9NK0,B001O3WGZY,5,1500076800,Review summary: Five Stars. Review corpus: perfect,
130,A102NRMHKF9NK0,B006GN7G2A,5,1500076800,Review summary: Five Stars. Review corpus: perfect,
131,A102NRMHKF9NK0,B00WIZW594,5,1500076800,Review summary: Five Stars. Review corpus: perfect,
132,A103DHU1X6VC9T,B000VZXFO2,5,1445126400,Review summary: My favorite version of this song. Review corpus: Go Queen! This is my favorite version of this song.,
133,A103DHU1X6VC9T,B000WGYZZS,5,1362614400,"Review summary: Love Love Love. Review corpus: I absolutely love this song. Pattie Labelle is an exceptional singer and the sound quality is very good. Buy it, buy it, buy it ! ! !",
134,A103DHU1X6VC9T,B0059H09DC,5,1351728000,Review summary: Love this song. Review corpus: I love this song. I only wish it was longer. Amazon is a great place to download songs. So easy and convenient.,
135,A103DHU1X6VC9T,B0170K9UTO,5,1448582400,Review summary: Awesome songstress. Review corpus: This song is AWESOME!  I plan to download some other songs from Adele's new album as soon as I have time. she is amazing!!!,
136,A103JAVZC8NLT7,B00PAARJTA,5,1429142400,"Review summary: BEST CD 2015 ALREADY. Review corpus: Kat cd is banging for real. I do not care to understand every word  she is saying . This cd is flowing HARD a MASTERPIECE from a old school  G. KAT THANK YOU music is  banging , also your voice is out of this world. BEST CD 2015 ALREADY !!!",
137,A103JAVZC8NLT7,B00QR7P776,5,1424995200,Review summary: MUST BUY!. Review corpus: GREAT !,
138,A103JAVZC8NLT7,B00YHTO1HS,5,1497139200,Review summary: I must admit slipped on this HARD to the core .... Review corpus: I must admit slipped on this HARD to the core. This CD is  WOW ! Just bought this CD from Target today.,
139,A103JAVZC8NLT7,B014M3E2I6,5,1454198400,Review summary: Five Stars. Review corpus: This cd goes HARD period .,
140,A103JAVZC8NLT7,B015KTSIP4,5,1450656000,Review summary: Five Stars. Review corpus: This is a GREAT cd go Miss. Cara .,Item name: Know It All [Deluxe Edition].
141,A103JAVZC8NLT7,B01BXPXMS2,5,1454198400,Review summary: Five Stars. Review corpus: This cd goes HARD period .,
142,A103JAVZC8NLT7,B01CQOW0ZA,5,1464480000,Review summary: Best CD of the year PERIOD. Review corpus: Best CD of the year PERIOD. Now this cd is really off the charts. Would rate it a 20 if possible.,
143,A103JEX1YIUA17,B000YN09AE,5,1395100800,"Review summary: Beautiful. Review corpus: Thank you Scandal for introducing me to this beautiful, beautiful song.  I can't even describe it with words.  This song is one of my favorites that I can listen to on repeat for hours without even doing anything else...just listening.",
144,A103JEX1YIUA17,B001AUC1GU,5,1395100800,Review summary: Rain.... Review corpus: This is a nice rain track with rain that is a little on the light side.  I like to alternate listening to this track and my other rain track that features a heavier sounding rain.,
145,A103JEX1YIUA17,B001VM33O6,5,1395014400,"Review summary: What I was looking for.... Review corpus: I recently watched The Grey and realized that I like the sound of howling wind.  While looking for tracks of just wind I ran across this one and was pleasantly surprised.  I already love the sound of just rain and the added wind is a very nice touch.  On a lot of other wind tracks the wind is low and kind of hard to hear at a lower volume.  With this track, however, the wind is nice and loud with the rain as a backdrop.  The wind sounds kind of eerie, but that's what I like about the sound of wind; it brings back memories of being curled up inside during a storm.  If you like the sound of rain and don't mind the eerie sound of wind, then I definitely recommend giving this track a buy.  After all, it's only 0.99 cents so it's not that big of a loss if you don't like it.",
146,A103JEX1YIUA17,B00GM601F0,5,1403136000,"Review summary: Love at first hear.... Review corpus: I heard this song in a video and I fell in love instantly.  I HAD to find it.  I was surprised that I didn't recognize that it was Lorde.  I love her music.  After finding out she was the singer and listening to it again, I was like ""oh yeah, that's totally her"".  Anyway, over a span of 3 days I have listened to the song a total of 208 times.  It's just that good.  I put it on repeat and listen to it for hours as background music.  I really doesn't ever get old.  Do your ears a favor (if you like Lorde's music) and buy this song right now.",
147,A103U341AE3HO4,B003BNG26E,5,1438041600,"Review summary: Love Love Love this album where I just can't stop .... Review corpus: OMG!!!  This man's ministry just get's higher and higher....  Love Love Love this album where I just can't stop playing it.  His story alone just touches me in many ways, and is so uplifting.  I pray for him and his family often.",
148,A103U341AE3HO4,B00C593P56,4,1429488000,"Review summary: Chris August was recommended to me by a friend. Review corpus: Chris August was recommended to me by a friend.  The style is something I'm getting used to, and I love to explore new music of worship.",
149,A103U341AE3HO4,B00NW3ZFJI,5,1438041600,Review summary: This is a great worship and praise song reminding Christians who we are .... Review corpus: This is a great worship and praise song reminding Christians who we are and what we can accomplish with God on our side who is with us all the way.,
150,A103U341AE3HO4,B00U0VHWR8,5,1438041600,Review summary: Five Stars. Review corpus: This is such an anointing song.  I play it all the time.,
151,A103U341AE3HO4,B00WB21A3Q,5,1438041600,Review summary: Five Stars. Review corpus: I just love her ministry and had to get this one.  I play it often.,
152,A1041053SID37WN8GTT8,B00123G6YI,5,1355875200,Review summary: Just picked this up today. Review corpus: I got this for my dad for Christmas. He is going to love it! :) John Micael Montomery is such a tallented singer. Can't wait to see what he thinks!,
153,A1041053SID37WN8GTT8,B00123LHII,5,1402185600,"Review summary: Good Song. Review corpus: Beautiful song, great message and reminder to people that God carries us through the difficult times in our life even when we don't always know he's there.",
